"date","brent","rub","month"
2016-05-20,49.39,0.015039,"2016-05"
2016-05-22,48.84,0.015088,"2016-05"
2016-05-23,48.7,0.015111,"2016-05"
2016-05-24,49.24,0.015066,"2016-05"
2016-05-25,49.96,0.015247,"2016-05"
2016-05-26,50.51,0.015332,"2016-05"
2016-05-27,50.13,0.015176,"2016-05"
2016-05-30,50.43,0.015185,"2016-05"
2016-05-31,50.87,0.015177,"2016-05"
2016-06-01,50,0.014991,"2016-06"
2016-06-02,50.3,0.014957,"2016-06"
2016-06-03,50.33,0.01519,"2016-06"
2016-06-05,49.96,0.015174,"2016-06"
2016-06-06,50.83,0.015302,"2016-06"
2016-06-07,51.54,0.01545,"2016-06"
2016-06-08,52.8,0.015692,"2016-06"
2016-06-09,52.86,0.015707,"2016-06"
2016-06-10,52.1,0.015809,"2016-06"
2016-06-12,50.42,0.015505,"2016-06"
2016-06-13,50.79,0.015642,"2016-06"
2016-06-14,50.05,0.015207,"2016-06"
2016-06-15,49.8,0.015285,"2016-06"
2016-06-16,48.77,0.015279,"2016-06"
2016-06-17,49.4,0.015404,"2016-06"
2016-06-19,49.58,0.015394,"2016-06"
2016-06-20,50.68,0.015619,"2016-06"
2016-06-21,51.1,0.015623,"2016-06"
2016-06-22,51.24,0.015934,"2016-06"
2016-06-23,51.18,0.015653,"2016-06"
2016-06-24,50.74,0.015721,"2016-06"
2016-06-26,49.1,0.015276,"2016-06"
2016-06-27,49.48,0.015372,"2016-06"
2016-06-28,48.79,0.015573,"2016-06"
2016-06-29,51.44,0.01565,"2016-06"
2016-06-30,51.02,0.015756,"2016-06"
2016-07-01,50.66,0.015982,"2016-07"
2016-07-03,50.68,0.015611,"2016-07"
2016-07-04,50.75,0.015692,"2016-07"
2016-07-05,50.05,0.015729,"2016-07"
2016-07-06,49.31,0.015526,"2016-07"
2016-07-07,49.59,0.015632,"2016-07"
2016-07-08,47.23,0.015626,"2016-07"
2016-07-10,46.67,0.015602,"2016-07"
2016-07-11,47.1,0.015597,"2016-07"
2016-07-12,48.57,0.015676,"2016-07"
2016-07-13,48.2,0.015676,"2016-07"
2016-07-14,47.47,0.015881,"2016-07"
2016-07-15,48.25,0.015908,"2016-07"
2016-07-17,47.95,0.01592,"2016-07"
2016-07-18,47.9,0.015875,"2016-07"
2016-07-19,47.49,0.015909,"2016-07"
2016-07-20,47.49,0.015777,"2016-07"
2016-07-21,47.56,0.015677,"2016-07"
2016-07-22,46.5,0.015539,"2016-07"
2016-07-24,45.73,0.015383,"2016-07"
2016-07-25,45.87,0.015411,"2016-07"
2016-07-26,45.34,0.015266,"2016-07"
2016-07-27,45.33,0.015165,"2016-07"
2016-07-28,44.15,0.015158,"2016-07"
2016-07-29,43.6,0.015114,"2016-07"
2016-07-31,43.38,0.015103,"2016-07"
2016-08-01,43.85,0.015159,"2016-08"
2016-08-02,43.18,0.015093,"2016-08"
2016-08-03,43.47,0.015065,"2016-08"
2016-08-04,44.34,0.015191,"2016-08"
2016-08-05,44.49,0.015379,"2016-08"
2016-08-07,44.42,0.01521,"2016-08"
2016-08-08,45.71,0.015465,"2016-08"
2016-08-09,45.77,0.015449,"2016-08"
2016-08-10,45.68,0.015515,"2016-08"
2016-08-11,46.3,0.015581,"2016-08"
2016-08-12,47.25,0.015545,"2016-08"
2016-08-14,47.25,0.01537,"2016-08"
2016-08-15,48.54,0.015667,"2016-08"
2016-08-16,49.36,0.015674,"2016-08"
2016-08-17,49.93,0.015614,"2016-08"
2016-08-18,51.05,0.015712,"2016-08"
2016-08-19,51.22,0.015676,"2016-08"
2016-08-21,50.7,0.015624,"2016-08"
2016-08-22,50.57,0.015599,"2016-08"
2016-08-23,50.21,0.015503,"2016-08"
2016-08-24,49.87,0.015495,"2016-08"
2016-08-25,49.93,0.015427,"2016-08"
2016-08-26,50.99,0.015502,"2016-08"
2016-08-28,49.82,0.015511,"2016-08"
2016-08-29,49.83,0.015427,"2016-08"
2016-08-30,49.9,0.015591,"2016-08"
2016-08-31,48.77,0.015299,"2016-08"
2016-09-01,47.24,0.015287,"2016-09"
2016-09-02,47.02,0.015326,"2016-09"
2016-09-04,46.71,0.015311,"2016-09"
2016-09-05,49.4,0.015446,"2016-09"
2016-09-06,47.99,0.015474,"2016-09"
2016-09-07,48.56,0.015541,"2016-09"
2016-09-08,50.14,0.015673,"2016-09"
2016-09-09,49.7,0.0156,"2016-09"
2016-09-11,47.84,0.015527,"2016-09"
2016-09-12,48.63,0.015582,"2016-09"
2016-09-13,48.22,0.015437,"2016-09"
